name,level,school,ritual,casting_time,range,duration,cast_with,hue1,hue2,bright1,bright2,attack_type,saving_throw,availableWhen,onCasting,onCast,onPlayerAttacks,onPlayerHitsTarget,onDispel,die_str,ammo_count,bonus_threshold,bonus_per_level,bonus_type,bonus_max,description,higher_levels,components_material,components_somatic,components_verbal,components_materials_description,classes_0,classes_1,classes_2,classes_3,classes_4,classes_5,classes_6,tags_0,tags_1,tags_2,tags_3,tags_4,tags_5,tags_6,tags_7
Raise Dead,5,necromancy,FALSE,1 hour,Touch,Instantaneous,,,,,,,,,,,,,,,1,,,,,"You return a dead creature you touch to life, provided that it has been dead no longer than 10 days. If the creature's soul is both willing and at liberty to rejoin the body, the creature returns to life with 1 hit point.

This spell also neutralizes any poisons and cures nonmagical diseases that affected the creature at the time it died. This spell doesn't, however, remove magical diseases, curses, or similar effects; if these aren't first removed prior to casting the spell, they take effect when the creature returns to life. The spell can’t return an undead creature to life.

This spell closes all mortal wounds, but it doesn't restore missing body parts. If the creature is lacking body parts or organs integral for its survival—its head, for instance—the spell automatically fails.

Coming back from the dead is an ordeal. The target takes a −4 penalty to all attack rolls, saving throws, and ability checks. Every time the target finishes a long rest, the penalty is reduced by 1 until it disappears.",,TRUE,TRUE,TRUE,"a diamond worth at least 500 gp, which the spell consumes",cleric,paladin,bard,,,,,cleric,paladin,bard,level5,,,,
Ray of Enfeeblement,2,necromancy,FALSE,1 action,60 feet,"Concentration, up to 1 minute",,,,,,ranged,Constitution,,,,,,,,1,,,,,"A black beam of enervating energy springs from your finger toward a creature within range. Make a ranged spell attack against the target. On a hit, the target deals only half damage with weapon attacks that use Strength until the spell ends.

At the end of each of the target's turns, it can make a **Constitution** saving throw against the spell. On a success, the spell ends.",,FALSE,TRUE,TRUE,,warlock,wizard,,,,,,warlock,wizard,level2,,,,,
Ray of Frost,cantrip,evocation,FALSE,1 action,60 feet,Instantaneous,staff,230,210,,,ranged,,,,,,,,1d8(cold),1,c-1,0.166667d8,damage,,"A frigid beam of blue-white light streaks toward a creature within range. Make a ranged spell attack against the target. On a hit, it takes {spell_DieStrRaw} **cold damage**, and its speed is reduced by **10 feet** until the start of your next turn.","The spell’s damage increases by 1d8 when you reach 5th level (2d8), 11th level (3d8), and 17th level (4d8).",FALSE,TRUE,TRUE,,sorcerer,wizard,,,,,,sorcerer,wizard,cantrip,,,,,
Ray of Sickness,1,necromancy,FALSE,1 action,60 feet,Instantaneous,,,,,,ranged,Constitution,,,,,,,2d8(poison),1,1,1d8,damage,,"A ray of sickening greenish energy lashes out toward a creature within range. Make a ranged spell attack against the target. On a hit, the target takes {spell_DieStrRaw} **poison damage** and must make a **Constitution** saving throw. On a failed save, it is also **poisoned** until the end of your next turn.","When you cast this spell using a spell slot of 2nd level or higher, the damage increases by 1d8 for each slot level above 1st.",FALSE,TRUE,TRUE,,sorcerer,wizard,,,,,,sorcerer,wizard,level1,,,,,
Regenerate,7,transmutation,FALSE,1 minute,Touch,1 hour,,,,,,,,,,,,,,4d8+15(healing),1,,,,,"You touch a creature and stimulate its natural healing ability. The target regains **4d8 + 15 hit points**. For the duration of the spell, the target regains **1 hit point** at the start of each of its turns (**10 hit points** each **minute**).

The target's severed body members (fingers, legs, tails, and so on), if any, are restored after **2 minutes**. If you have the severed part and hold it to the stump, the spell instantaneously causes the limb to knit to the stump.",,TRUE,TRUE,TRUE,a prayer wheel and holy water,bard,cleric,druid,,,,,bard,cleric,druid,level7,,,,
Reincarnate,5,transmutation,FALSE,1 hour,Touch,Instantaneous,,,,,,,,,,,,,,,1,,,,,"You touch a dead humanoid or a piece of a dead humanoid. Provided that the creature has been dead no longer than 10 days, the spell forms a new adult body for it and then calls the soul to enter that body. If the target's soul isn't free or willing to do so, the spell fails.

The magic fashions a new body for the creature to inhabit, which likely causes the creature's race to change. The DM rolls a d100 and consults the following table to determine what form the creature takes when restored to life, or the DM chooses a form.

|d100|Race|
|--------|---------|
|01-04|Dragonborn|
|05-13|Dwarf, hill|
|14-21|Dwarf, mountain|
|22-25|Elf, dark|
|26-34|Elf, high|
|35-42|Elf, wood|
|43-46|Gnome, forest|
|47-52|Gnome, rock|
|53-56|Half-elf|
|57-60|Half-orc|
|61-68|Halfling, lightfoot|
|69-76|Halfling, stout|
|77-96|Human|
|97-00|Tiefling|

The reincarnated creature recalls its former life and experiences. It retains the capabilities it had in its original form, except it exchanges its original race for the new one and changes its racial traits accordingly.",,TRUE,TRUE,TRUE,"rare oils and unguents worth at least 1,000 gp, which the spell consumes",druid,,,,,,,druid,level5,,,,,,
Remove Curse,3,abjuration,FALSE,1 action,Touch,Instantaneous,,,,,,,,,,,,,,,1,,,,,"At your touch, all curses affecting one creature or object end. If the object is a cursed magical item, its curse remains, but the spell breaks its owner's attunement to the object so it can be removed or discarded.",,FALSE,TRUE,TRUE,,cleric,paladin,warlock,wizard,,,,cleric,paladin,warlock,wizard,level3,,,
Resistance,cantrip,abjuration,FALSE,1 action,Touch,"Concentration, up to 1 minute",,,,,,,,,,,,,,,1,,,,,"You touch one willing creature. Once before the spell ends, the target can roll a **d4** and add the number rolled to one saving throw of its choice. It can roll the die before or after making the saving throw. The spell then ends.",,TRUE,TRUE,TRUE,a miniature cloak,cleric,druid,,,,,,cleric,druid,cantrip,,,,,
Resurrection,7,necromancy,FALSE,1 hour,Touch,Instantaneous,,,,,,,,,,,,,,,1,,,,,"You touch a dead creature that has been dead for no more than a century, that didn't die of old age, and that isn't undead. If its soul is free and willing, the target returns to life with all its hit points.

This spell neutralizes any poisons and cures normal diseases afflicting the creature when it died. It doesn't however, remove magical diseases, curses, and the like; if such effects aren't removed prior to casting the spell, the afflict the target on its return to life.

This spell closes all mortal wounds and restores any missing body parts.

Coming back from the dead is an ordeal. The target takes a -4 penalty to all attack rolls, saving throws, and ability checks. Every time the target finishes a long rest, the penalty is reduced by 1 until it disappears.

Casting this spell to restore life to a creature that has been dead for one year or longer taxes you greatly. Until you finish a long rest, you can't cast spells again, and you have **disadvantage** on all attack rolls, ability checks, and saving throws.",,TRUE,TRUE,TRUE,"a diamond worth at least 1,000 gp, which the spell consumes",bard,cleric,druid,,,,,bard,cleric,druid,level7,,,,
Reverse Gravity,7,transmutation,FALSE,1 action,100 feet,"Concentration, up to 1 minute",,,,,,,Dexterity,,,,,,,,1,,,,,"This spell reverses gravity in a **50-foot** radius, **100-foot** high cylinder centered on a point within range. All creatures and objects that aren't somehow anchored to the ground in the area fall upward and reach the top of the area when you cast this spell. A creature can make a **Dexterity** saving throw to grab onto a fixed object it can reach, thus avoiding the fall.

If some solid object (such as a ceiling) is encountered in this fall, falling objects and creature strike it just as they would during a normal downward fall. If an object or creature reaches the top of the area without striking anything, it remains there, oscillating slightly, for the duration.

At the end of the duration, affected objects and creatures fall back down.",,TRUE,TRUE,TRUE,a lodestone and iron filings,druid,sorcerer,wizard,,,,,druid,sorcerer,wizard,level7,,,,
Revivify,3,conjuration,FALSE,1 action,Touch,Instantaneous,,,,,,,,,,,,,,,1,,,,,"You touch a creature that has died within the last minute. That creature returns to life with **1 hit point**. This spell can’t return to life a creature that has died of old age, nor can it restore any missing body parts.",,TRUE,TRUE,TRUE,"diamonds worth 300 gp, which the spell consumes",cleric,paladin,,,,,,cleric,paladin,level3,,,,,
Rope Trick,2,transmutation,FALSE,1 action,Touch,1 hour,,,,,,,,,,,,,,,1,,,,,"You touch a length of rope that is up to **60 feet** long. One end of the rope then rises into the air until the whole rope hangs perpendicular to the ground. At the upper end of the rope, an **invisible** entrance opens to an extradimensional space that lasts until the spell ends.

The extradimensional space can be reached by climbing to the top of the rope. The space can hold as many as eight **Medium** or smaller creatures. The rope can be pulled into the space, making the rope disappear from view outside the space.

Attacks and spells can't cross through the entrance into or out of the extradimensional space, but those inside can see out of it as if through a **3-foot** by **5-foot** window centered on the rope.

Anything inside the extradimensional space drops out when the spell ends.",,TRUE,TRUE,TRUE,powdered corn extract and a twisted loop of parchment,wizard,,,,,,,wizard,level2,,,,,,
Sacred Flame,cantrip,evocation,FALSE,1 action,60 feet,Instantaneous,,,,,,,Dexterity,,,,,,,1d8(radiant),1,c-1,0.166667d8,damage,,Flame-like radiance descends on a creature that you can see within range. The target must succeed on a **Dexterity** saving throw or take **1d8 radiant damage**. The target gains no benefit from cover for this saving throw.,"The spell’s damage increases by 1d8 when you reach 5th level (2d8), 11th level (3d8), and 17th level (4d8).",FALSE,TRUE,TRUE,,cleric,,,,,,,cleric,cantrip,,,,,,
Sanctuary,1,abjuration,FALSE,1 bonus action,30 feet,1 minute,,,,,,,Wisdom,,,,,,,,1,,,,,"You ward a creature within range against attack. Until the spell ends, any creature who targets the warded creature with an attack or a harmful spell must first make a **Wisdom** saving throw. On a failed save, the creature must choose a new target or lose the attack or spell. This spell doesn’t protect the warded creature from area effects, such as the explosion of a fireball.

If the warded creature makes an attack or casts a spell that affects an enemy creature, this spell ends.",,TRUE,TRUE,TRUE,a small silver mirror,cleric,,,,,,,cleric,level1,,,,,,
Scorching Ray,2,evocation,FALSE,1 action,120 feet,Instantaneous,,,,,,ranged,,,,,,,,3:2d6(fire),3,2,1,ammunition,,"You create {spell_AmmoCount_word} rays of fire and hurl them at targets within range. You can hurl them at one target or several.

Make a ranged spell attack for each ray. On a hit, the target takes **2d6 fire damage**.","When you cast this spell using a spell slot of 3rd level or higher, you create one additional ray for each slot level above 2nd.",FALSE,TRUE,TRUE,,sorcerer,wizard,,,,,,sorcerer,wizard,level2,,,,,
Scrying,5,divination,FALSE,10 minutes,Self,"Concentration, up to 10 minutes",,,,,,,Wisdom,,,,,,,,1,,,,,"You can see and hear a particular creature you choose that is on the same plane of existence as you. The target must make a **Wisdom** saving throw, which is modified by how well you know the target and the sort of physical connection you have to it. If a target knows you're casting this spell, it can fail the saving throw voluntarily if it wants to be observed.

|Knowledge|Save Modifier|
|---|---:|
|Secondhand (you have heard of the target)| +5|
|Firsthand (you have met the target)| 0|
|Familiar (you know the target well)| -5|

|Connection|Save Modifier|
|---|---:|
|Likeness or picture| -2|
|Possession or garment| -4|
|Body part, lock of hair, bit of nail, or the like| -10|

On a successful save, the target isn't affected, and you can't use this spell against it again for **24 hours**. On a failed save, the spell creates an **invisible** sensor within **10 feet** of the target. You can see and hear through the sensor as if you were there. The sensor moves with the target, remaining within **10 feet** of it for the duration. A creature that can see **invisible** objects sees the sensor as a luminous orb about the size of your fist.

Instead of targeting a creature, you can choose a location you have seen before as the target of this spell. When you do, the sensor appears at that location and doesn’t move.",,TRUE,TRUE,TRUE,"a focus worth at least 1,000 gp, such as a crystal ball, a silver mirror, or a font filled with holy water",bard,cleric,druid,warlock,wizard,,,bard,cleric,druid,warlock,wizard,level5,,
Searing Smite,1,evocation,FALSE,1 bonus action,Self,"Concentration, up to 1 minute",,,,,,buff,Constitution,,,,,,,+1d6(fire),1,1,1d6,damage,,"The next time you hit a creature with a melee weapon attack during the spell's duration, your weapon flares with white-hot intensity, and the attack deals an extra {spell_DieStrRaw} **fire damage** to the target and causes the target to ignite in flames. At the start of each of its turns until the spell ends, the target must make a **Constitution** saving throw. On a failed save, it takes **1d6 fire damage**. On a successful save, the spell ends. If the target or a creature within **5 feet** of it uses an action to put out the flames, or if some other effect douses the flames (such as the target being submerged in water), the spell ends.","When you cast this spell using a spell slot of 2nd level or higher, the initial extra damage dealt by the attack increases by 1d6 for each slot level above 1st.",FALSE,FALSE,TRUE,,paladin,,,,,,,paladin,level1,,,,,,
See Invisibility,2,divination,FALSE,1 action,Self,1 hour,,,,,,,,,,,,,,,1,,,,,"For the duration, you see **invisible** creatures and objects as if they were visible, and you can see into the Ethereal Plane. Ethereal creatures and objects appear ghostly and translucent.",,TRUE,TRUE,TRUE,a pinch of tale and a small sprinkling of powdered silver,bard,sorcerer,wizard,,,,,bard,sorcerer,wizard,level2,,,,
Seeming,5,illusion,FALSE,1 action,30 feet,8 hours,,,,,,,Charisma,,,,,,,,1,,,,,"This spell allows you to change the appearance of any number of creatures that you can see within range. You give each target you choose a new, illusory appearance. An unwilling target can make a **Charisma** saving throw, and if it succeeds, it is unaffected by this spell.

The spell disguises physical appearance as well as clothing, armor, weapons, and equipment. You can make each creature seem 1 foot shorter or taller and appear thin, fat, or in between. You can't change a target's body type, so you must choose a form that has the same basic arrangement of limbs. Otherwise, the extent of the illusion is up to you. The spell lasts for the duration, unless you use your action to dismiss it sooner.

The changes wrought by this spell fail to hold up to physical inspection. For example, if you use this spell to add a hat to a creature's outfit, objects pass through the hat, and anyone who touches it would feel nothing or would feel the creature's head and hair. If you use this spell to appear thinner than you are, the hand of someone who reaches out to touch you would bump into you while it was seemingly still in midair.

A creature can use its action to inspect a target and make an Intelligence **(Investigation)** check against your spell save DC. If it succeeds, it becomes aware that the target is disguised.",,FALSE,TRUE,TRUE,,bard,sorcerer,wizard,,,,,bard,sorcerer,wizard,level5,,,,
Sending,3,evocation,FALSE,1 action,Unlimited,1 round,,,,,,,,,,,,,,,1,,,,,"You send a short message of twenty-five words or less to a creature with which you are familiar. The creature hears the message in its mind, recognizes you as the sender if it knows you, and can answer in a like manner immediately. The spell enables creatures with Intelligence scores of at least 1 to understand the meaning of your message.

You can send the message across any distance and even to other planes of existence, but if the target is on a different plane than you, there is a 5 percent chance that the message doesn’t arrive.",,TRUE,TRUE,TRUE,a short piece of fine copper wire,bard,cleric,wizard,,,,,bard,cleric,wizard,level3,,,,
Sequester,7,transmutation,FALSE,1 action,Touch,Until dispelled,,,,,,,,,,,,,,,1,,,,,"By means of this spell, a willing creature or an object can be hidden away, safe from detection for the duration. When you cast the spell and touch the target, it becomes **invisible** and can't be targeted by divination spells or perceived through scrying sensors created by divination spells.

If the target is a creature, it falls into a state of suspended animation. Time ceases to flow for it, and it doesn't grow older.

You can set a condition for the spell to end early. The condition can be anything you choose, but it must occur or be visible within **1 mile** of the target.  Examples include ""after 1,000 years"" or ""when the tarrasque awakens."" This spell also ends if the target takes any damage.",,TRUE,TRUE,TRUE,"a powder of diamond, emerald, rube and sapphire dust worth at least 5,000 gp, which the spell consumes",wizard,,,,,,,wizard,level7,,,,,,
Shape Water,cantrip,transmutation,FALSE,1 action,30 feet,Special,,,,,,,,,,,,,,,1,,,,,"* You instantaneously move or otherwise change the flow of the water as you direct, up to **5 feet** in any direction. This movement doesn’t have enough force to cause damage.

* You cause the water to form into simple shapes and animate at your direction. This change lasts for 1 hour.

* You change the water’s color or opacity. The water must be changed in the same way throughout. This change lasts for 1 hour.

* You freeze the water, provided that there are no creatures in it. The water unfreezes in 1 hour.

If you cast this spell multiple times, you can have no more than two of its non-instantaneous effects active at a time, and you can dismiss such an effect as an action.",,FALSE,TRUE,FALSE,,druid,sorcerer,wizard,,,,,druid,sorcerer,wizard,cantrip,,,,
Shapechange,9,transmutation,FALSE,1 action,Self,"Concentration, up to 1 hour",,,,,,,,,,,,,,,1,,,,,"You assume the form of a different creature for the duration. The new form can be of any creature with a challenge rating equal to your level or lower. The creature can't be a construct or an undead, and you must have seen the sort of creature at least once. You transform into an average example of that creature, one without any class levels or the Spellcasting trait.

Your game statistics are replaced by the statistics of the chosen creature, though you retain your alignement and Intelligence, Wisdom and Charisma scores. You also retain all of your skill and saving throw proficiencies, in addition to gaining those of the creature. If the creature has the same proficiency as you and the bonus listed in its statistics is higher than yours, use the creature's bonus in place of yours. You can't use any legendary actions or lair actions of the new form.

You assume the hit points and Hit Dice of the new form. When you revert to your normal form, you return to the number of hit points you had before you transformed. If you revert as a result of dropping to **0 hit points**, any excess damage carries over to your normal form. As long as the excess damage doesn't reduce your normal form to **0 hit points**, you aren't knocked **unconscious**.

You retain the benefit of any features from your class, race, or other source and can use them, provided that your new form is physically capable of doing so. You can't use any special senses you have (for example, darkvision) unless your new form also has that sense. You can only speak if the creature can normally speak.

When you transform, you choose whether your equipment falls to the ground, merges into the new form, or is worn by it. Worn equipment functions as normal. The DM determines whether it is practical for the new form to wear a piece of equipment, based on the creature's shape and size. Your equipment doesn't change shape or size to match the new form, and any equipment that the new form can't wear must either fall to the ground or merge into your new form. Equipment that merges has no effect in that state.",,TRUE,TRUE,TRUE,"a jade circlet worth at least 1,500 gp, which you must place on your head before you cast the spell",druid,wizard,,,,,,druid,wizard,level9,,,,,
Shatter,2,evocation,FALSE,1 action,60 feet,Instantaneous,,,,,,,Constitution,,,,,,,3d8(thunder),1,2,1d8,damage,,"A sudden loud ringing noise, painfully intense, erupts from a point of your choice within range. Each creature in a lO-foot-radius sphere centered on that point must make a **Constitution** saving throw. A creature takes {spell_DieStrRaw} **thunder damage** on a failed save, or half as much damage on a successful one. A creature made of inorganic material such as stone, crystal, or metal has **disadvantage** on this saving throw.

A nonmagical object that isn't being worn or carried also takes the damage if it's in the spell's area.","When you cast this spell using a spell slot of 3rd levei or higher, the damage increases by ld8 for each slot level above 2nd.",TRUE,TRUE,TRUE,a chip of mica,sorcerer,warlock,wizard,,,,,sorcerer,warlock,wizard,level2,,,,
Shield,1,abjuration,FALSE,"1 reaction, which you take when you are hit by an attack or targeted by the magic missile spell",Self,1 round,,,,,,,,,,,,,,,1,,,,,"An **invisible** barrier of magical force appears and protects you. Until the start of your next turn, you have a **+5 bonus** to **AC**, including against the triggering attack, and you take no damage from magic missile.",,FALSE,TRUE,TRUE,,sorcerer,wizard,,,,,,sorcerer,wizard,level1,,,,,
Shield of Faith,1,abjuration,FALSE,1 bonus action,60 feet,"Concentration, up to 10 minutes",,,,,,,,,,,,,,,1,,,,,"A shimmering field appears and surrounds a creature of your choice within range, granting it a **+2 bonus** to **AC** for the duration.",,TRUE,TRUE,TRUE,a small parchment with a bit of holy text written on it,cleric,paladin,,,,,,cleric,paladin,level1,,,,,
Shillelagh,cantrip,transmutation,FALSE,1 bonus action,Touch,1 minute,,,,,,buff,,,,,,,,,1,,,,,"The wood of a club or a quarterstaff you are holding is imbued with nature's power. For the duration, you can use **your spellcasting ability** instead of Strength for the attack and damage rolls of melee attacks using that weapon, and the weapon's damage die becomes a d8 («1d8{SpellcastingAbilityModifierStr}»). The weapon also becomes magical, if it isn't already. The spell ends if you cast it again or if you let go of the weapon.",,TRUE,TRUE,TRUE,"mistletoe, a shamrock leaf, and a club or quarterstaff",druid,,,,,,,druid,cantrip,,,,,,
Shocking Grasp,cantrip,evocation,FALSE,1 action,Touch,Instantaneous,,,,,,meiee,,,,,,,,1d8(lightning),1,c-1,0.166667d8,damage,,"Lightning springs from your hand to deliver a shock to a creature you try to touch. Make a melee spell attack against the target. You have **advantage** on the attack roll if the target is wearing armor made of metal. On a hit, the target takes {spell_DieStrRaw} **lightning damage**, and it can’t take reactions until the start of its next turn.","The spell’s damage increases by 1d8 when you reach 5th level (2d8), 11th level (3d8), and 17th level (4d8).",FALSE,TRUE,TRUE,,sorcerer,wizard,,,,,,sorcerer,wizard,cantrip,,,,,
Silence,2,illusion,TRUE,1 action,120 feet,"Concentration, up to 10 minutes",,,,,,,,,,,,,,,1,,,,,"For the duration, no sound can be created within or pass through a **20-foot** radius sphere centered on a point you choose within range. Any creature or object entirely inside the sphere is immune to **thunder damage**, and creatures are **deafened** while entirely inside it.",,FALSE,TRUE,TRUE,,bard,cleric,ranger,,,,,bard,cleric,ranger,level2,,,,
Silent Image,1,illusion,FALSE,1 action,60 feet,"Concentration, up to 10 minutes",,,,,,,,,,,,,,,1,,,,,"You create the image of an object, a creature, or some other visible phenomenon that is no larger than a **15-foot** cube. The image appears at a spot within range and lasts for the duration. The image is purely visual; it isn’t accompanied by sound, smell, or other sensory effects.

You can use your action to cause the image to move to any spot within range. As the image changes location, you can alter its appearance so that its movements appear natural for the image. For example, if you create an image of a creature and move it, you can alter the image so that it appears to be walking.

Physical interaction with the image reveals it to be an illusion, because things can pass through it. A creature that uses its action to examine the image can determine that it is an illusion with a successful Intelligence (**Investigation**) check against your spell save DC. If a creature discerns the illusion for what it is, the creature can see through the image.",,TRUE,TRUE,TRUE,a bit of fleece,bard,sorcerer,wizard,,,,,bard,sorcerer,wizard,level1,,,,
Simulacrum,7,illusion,FALSE,12 hours,Touch,Until dispelled,,,,,,,,,,,,,,,1,,,,,"You shape an illusory duplicate of one beast or humanoid that is within range for the entire casting time of the spell. The duplicate is a creature, partially real and formed from ice or snow, and it can take actions and otherwise be affected as a normal creature. It appears to be the same as the original, but it has half the creature's hit point maximum and is formed without any equipment. Otherwise, the illusion uses all the statistics of the creature it duplicates.

The simulacrum is friendly to you and creatures you designate. It obeys your spoken commands, moving and acting in accordance with your wishes and acting on your turn in combat. The simulacrum lacks the ability to learn or become more powerful, so it never increases its level or other abilities, nor can it regain expended spell slots.

If the simulacrum is damaged, you can repair it in an alchemical laboratory, using rare herbs and minerals worth **100gp** per hit point it regains. The simulacrum lasts until it drops to **0 hit points**, at which point it reverts to snow and melts instantly.

If you cast this spell again, any currently active duplicates you created with this spell are instantly destroyed.",,TRUE,TRUE,TRUE,"snow or ice in quantities sufficient to made a life-size copy of the duplicated creature; some hair, fingernail clippings, or other piece of that creature's body placed inside the snow or ice; and powdered ruby worth 1,500 gp, sprinkled over the duplicate and consumed by the spell",wizard,,,,,,,wizard,level7,,,,,,
Skywrite,2,transmutation,TRUE,1 action,Sight,"Concentration, up to 1 hour",,,,,,,,,,,,,,,1,,,,,You cause up to **ten words** to form in a part of the sky you can see. The words appear to be made of cloud and remain in place for the spell’s duration. The words dissipate when the spell ends. A strong wind can disperse the clouds and end the spell early,,FALSE,TRUE,TRUE,,bard,druid,wizard,,,,,bard,druid,wizard,level2,,,,
Sleep,1,enchantment,FALSE,1 action,90 feet,1 minute,,,,,,,,,,,,,,5d8(hpCapacity),1,1,2d8,hpCapacity,,"This spell sends creatures into a magical slumber. Roll {spell_DieStrRaw}; the total is how many hit points of creatures this spell can affect. Creatures within **20 feet** of a point you choose within range are affected in ascending order of their current hit points (ignoring **unconscious** creatures).

Starting with the creature that has the lowest current hit points, each creature affected by this spell falls **unconscious** until the spell ends, the sleeper takes damage, or someone uses an action to shake or slap the sleeper awake. Subtract each creature’s hit points from the total before moving on to the creature with the next lowest hit points. A creature’s hit points must be equal to or less than the remaining total for that creature to be affected.

Undead and creatures immune to being **charmed** aren’t affected by this spell.","When you cast this spell using a spell slot of 2nd level or higher, roll an additional 2d8 for each slot level above 1st.",TRUE,TRUE,TRUE,"a pinch of fine sand, rose petals, or a cricket",bard,sorcerer,wizard,,,,,bard,sorcerer,wizard,level1,,,,
Sleet Storm,3,conjuration,FALSE,1 action,150 feet,"Concentration, up to 1 minute",,,,,,,Dexterity,,,,,,,,1,,,,,"Until the spell ends, freezing rain and sleet fall in a **20-foot** tall cylinder with a **40-foot** radius centered on a point you choose within range. The area is heavily obscured, and exposed flames in the area are doused.

The ground in the area is covered with slick ice, making it difficult terrain. When a creature enters the spell’s area for the first time on a turn or starts its turn there, it must make a **Dexterity** saving throw. On a failed save, it falls **prone**.

If a creature is concentrating in the spell’s area, the creature must make a successful **Constitution** saving throw against your spell save DC or lose concentration.",,TRUE,TRUE,TRUE,a pinch of dust and a few drops of water,druid,sorcerer,wizard,,,,,druid,sorcerer,wizard,level3,,,,
Slow,3,transmutation,FALSE,1 action,120 feet,"Concentration, up to 1 minute",,,,,,,Wisdom,,,,,,,,1,,,,,"You alter time around up to six creatures of your choice in a **40-foot** cube within range. Each target must succeed on a **Wisdom** saving throwor be affected by this spell for the duration.

An affected target’s speed is halved, it takes a -2 penalty to **AC** and **Dexterity** saving throws, and it can’t use reactions. On its turn, it can use either an action or a **bonus action**, not both. Regardless of the creature’s abilities or magic items, it can’t make more than one melee or ranged attack during its turn.

If the creature attempts to cast a spell with a casting time of 1 action, roll a d20. On an 11 or higher, the spell doesn’t take effect until the creature’s next turn, and the creature must use its action on that turn to complete the spell. If it can’t, the spell is wasted.

A creature affected by this spell makes another **Wisdom** saving throwat the end of its turn. On a successful save, the effect ends for it.",,TRUE,TRUE,TRUE,a drop of molasses,sorcerer,wizard,,,,,,sorcerer,wizard,level3,,,,,
Spare the Dying,cantrip,necromancy,FALSE,1 action,Touch,Instantaneous,,,,,,,,,,,,,,,1,,,,,You touch a living creature that has **0 hit points**. The creature becomes stable. This spell has no effect on undead or constructs.,,FALSE,TRUE,TRUE,,cleric,,,,,,,cleric,cantrip,,,,,,
Speak with Animals,1,divination,TRUE,1 action,Self,10 minutes,,,,,,,,,,,,,,,1,,,,,"You gain the ability to comprehend and verbally communicate with beasts for the duration. The knowledge and awareness of many beasts is limited by their intelligence, but at a minimum, beasts can give you information about nearby locations and monsters, including whatever they can perceive or have perceived within the past day. You might be able to persuade a beast to perform a small favor for you, at the DM's discretion.",,FALSE,TRUE,TRUE,,bard,druid,ranger,,,,,bard,druid,ranger,level1,,,,
Speak with Dead,3,necromancy,FALSE,1 action,10 feet,10 minutes,,,,,,,,,,,,,,,1,,,,,"You create the image of an object, a creature, or some other visible phenomenon that is no larger than a **20-foot** cube. The image appears at a spot that you can see within range and lasts for the duration. It seems completely real, including sounds, smells, and temperature appropriate to the thing depicted. You can’t create sufficient heat or cold to cause damage, a sound loud enough to deal **thunder damage** or deafen a creature, or a smell that might sicken a creature (like a troglodyte’s stench).

As long as you are within range of the illusion, you can use your action to cause the image to move to any other spot within range. As the image changes location, you can alter its appearance so that its movements appear natural for the image. For example, if you create an image of a creature and move it, you can alter the image so that it appears to be walking. Similarly, you can cause the illusion to make different sounds at different times, even making it carry on a conversation, for example.

Physical interaction with the image reveals it to be an illusion, because things can pass through it. A creature that uses its action to examine the image can determine that it is an illusion with a successful Intelligence **(Investigation)** check against your spell save DC. If a creature discerns the illusion for what it is, the creature can see through the image, and its other sensory qualities become faint to the creature.",,TRUE,TRUE,TRUE,burning incense,bard,cleric,,,,,,bard,cleric,level3,,,,,
Speak with Plants,3,transmutation,FALSE,1 action,Self (30-foot radius),10 minutes,,,,,,,,,,,,,,,1,,,,,"You imbue plants within **30 feet** of you with limited sentience and animation, giving them the ability to communicate with you and follow your simple commands. You can question plants about events in the spell’s area within the past day, gaining information about creatures that have passed, weather, and other circumstances.

You can also turn difficult terrain caused by plant growth (such as thickets and undergrowth) into ordinary terrain that lasts for the duration. Or you can turn ordinary terrain where plants are present into difficult terrain that lasts for the duration, causing v ines and branches to hinder pursuers, for example.

Plants might be able to perform other tasks on your behalf, at the DM’s discretion. The spell doesn’t enable plants to uproot themselves and move about, but they can freely move branches, tendrils, and stalks.

If a plant creature is in the area, you can communicate with it as if you shared a common language, but you gain no magical ability to influence it.

This spell can cause the plants created by the entangle spell to release a **restrained** creature.",,FALSE,TRUE,TRUE,,bard,druid,ranger,,,,,bard,druid,ranger,level3,,,,
Spider Climb,2,transmutation,FALSE,1 action,Touch,"Concentration, up to 1 hour",,,,,,,,,,,,,,,1,,,,,"Until the spell ends, one willing creature you touch gains the ability to move up, down, and across vertical surfaces and upside down along ceilings, while leaving its hands free. The target also gains a c1imbing speed equal to its walking speed.",,TRUE,TRUE,TRUE,a drop of bitumen and a spider,sorcerer,warlock,wizard,,,,,sorcerer,warlock,wizard,level2,,,,
Spike Growth,2,transmutation,FALSE,1 action,150 feet,"Concentration, up to 10 minutes",,,,,,,,,,,,,,,1,,,,,"The ground in a **20-foot** radius centered on a point within range twists and sprouts hard spikes and thorns. The area becomes difficult terrain for the duration. When a creature moves into or within the area, it takes **2d4 piercing damage** for every **5 feet** it travels.

The transformation of the ground is camouflaged to look natural. Any creature that can't see the area at the time the spell is cast must make a Wisdom **(Perception)** check against your spell save DC to recognize the terrain as hazardous before entering it.",,TRUE,TRUE,TRUE,"seven sharp thorns or seven small twigs, each sharpened to a point",druid,ranger,,,,,,druid,ranger,level2,,,,,
